CASENO,SEVERITY,ACCDATE,ACCTIME,NOVEH,NOINJ,NOKILLED,INNEAR,COMMNAME,UGRID,USTREET1,USTREET2,UBLOCK,ROADAUTH,CTRLSECT,ATKM,RM,SIDEOF,QTR,SEC,TWP,RGE,MER,OTHERLOC
1601814,INJURY,2008-08-06,1645,2,1,0,IN,SASKATOON,SKN9-7,ACADIA DR,900  8TH - RAMSAY CT,,URBAN,,,,,,,,,,
1532790,INJURY,2008-08-06,1855,2,1,0,NEAR,STORTHOAKS,,,,,HIGHWAY,3611100MUA,16.1,,,,,,,,
1597430,INJURY,2008-08-07,2040,2,1,0,IN,MOOSE JAW,,5TH AVE NE,ATHABASCA ST,,URBAN,,,,,,,,,,
1615805,INJURY,2008-08-08,2332,2,1,0,IN,SASKATOON,SKJ8-11,COLLEGE DR,CUMBERLAND AVE,,URBAN,,,,,,,,,,
1616883,INJURY,2008-08-08,1920,2,1,0,IN,SASKATOON,SKQ6-6,KERR RD,KENDERDINE RD - MCCORMOND,,URBAN,,,,,,,,,,
1616918,INJURY,2008-08-10,2130,2,1,0,IN,SASKATOON,SKH5-41,7TH AVE,WARMAN RD,,URBAN,,,,,,,,,,
1568464,INJURY,2008-08-14,33,3,1,0,IN,MOOSE JAW,,COTEAU ST W,700,,URBAN,,,,,,,,,,
1407600,INJURY,2008-08-15,702,2,1,0,IN,SASKATOON,SKG7-57,2ND AVE,24TH ST,,URBAN,,,,,,,,,,
1617131,INJURY,2008-08-15,1430,2,1,0,IN,SASKATOON,SKG7-99,22ND ST,IDYLWYLD DR,,URBAN,,,,,,,,,,
1569095,INJURY,2008-08-18,855,2,1,0,IN,MOOSE JAW,,MAINT ST SERV RD E,THATCHER DR E,,URBAN,,,,,,,,,,
1569096,INJURY,2008-08-18,1636,2,1,0,IN,MOOSE JAW,,4TH AVE NW,HIGH STREET W,,URBAN,,,,,,,,,,
1611834,INJURY,2008-08-18,130,2,1,0,IN,REGINA,RE9999,NOT STATED,LOCATION NOT KNOWN,,URBAN,,,,,,,,,,
1611838,INJURY,2008-08-18,1450,2,1,0,IN,REGINA,RE441700,VICTORIA AVE,2000-2099,,URBAN,,,,,,,,,,
8121703,INJURY,2008-08-18,2000,2,1,0,IN,MOOSE JAW,,5TH AVENUE NW,HIGH STREET WEST,,URBAN,,,,,,,,,,
1565794,INJURY,2008-08-18,1200,2,1,0,NEAR,CHAPLIN,,,,,HIGHWAY,0011400MDB,33,,,,,,,,
1611801,INJURY,2008-08-19,1700,2,1,0,IN,REGINA,RE689000,ALBERT ST,PARLIAMENT AVE,,URBAN,,,,,,,,,,
1596846,INJURY,2008-08-21,1200,2,1,0,IN,REGINA,RE682280,3RD AVE,ELPHINSTONE ST,,URBAN,,,,,,,,,,
1569741,INJURY,2008-08-23,1509,2,1,0,IN,REGINA,RE683700,5TH AVE,ELPHINSTONE ST,,URBAN,,,,,,,,,,
1571964,INJURY,2008-08-23,1910,2,1,0,IN,REGINA,RE688570,9TH AVE E,PARK ST,,URBAN,,,,,,,,,,
1590385,INJURY,2008-08-23,1700,2,1,0,IN,ROSETOWN,,2ND ST E,3RD AVE E,,URBAN,,,,,,,,,,
1596456,INJURY,2008-08-24,1400,2,1,0,IN,REGINA,RE97400,DOROTHY ST,870-891,,URBAN,,,,,,,,,,
1598073,INJURY,2008-08-25,1540,2,1,0,IN,SASKATOON,SKH6-18,8TH AVE,KING ST,,URBAN,,,,,,,,,,
1601999,INJURY,2008-08-25,1408,2,1,0,IN,SASKATOON,SKJ9-33,8TH ST,MUNROE AVE,,URBAN,,,,,,,,,,
1295379,INJURY,2008-08-27,1550,2,1,0,IN,PRINCE ALBERT,PA6E15,6TH AVE E,15TH ST,,URBAN,,,,,,,,,,
1600255,INJURY,2008-08-29,1630,2,1,0,IN,SASKATOON,SKN9-1,8TH ST,3400  - 3500  ACADIA - MOSS,,URBAN,,,,,,,,,,
1618860,INJURY,2008-08-30,830,2,1,0,IN,SASKATOON,SKH11-44,MAPLE ST,DUFFERIN - WILLIAM AVE,,URBAN,,,,,,,,,,
1569743,INJURY,2008-09-02,835,2,1,0,IN,REGINA,RE711030,DALGLIESH DR,MCINTOSH ST N N INT,,URBAN,,,,,,,,,,
1611926,INJURY,2008-09-04,1651,2,1,0,IN,REGINA,RE700690,GARNET ST,PARLIAMENT AVE,,URBAN,,,,,,,,,,
1609155,INJURY,2008-09-06,1830,2,1,0,IN,CREIGHTON,,ELANDER AVE,,,URBAN,,,,,,,,,,
1615317,INJURY,2008-09-10,1500,2,1,0,IN,SASKATOON,SKC5-5,33RD ST,MARLBOROUGH CR,,URBAN,,,,,,,,,,
1612176,INJURY,2008-09-11,1650,2,1,0,IN,REGINA,RE125850,ELPHINSTONE ST,1400-1499,,URBAN,,,,,,,,,,
1468048,INJURY,2008-09-12,2210,2,1,0,IN,MOOSE JAW,,MAIN ST N,300 - BACK ALLEY,,URBAN,,,,,,,,,,
1582591,INJURY,2008-09-12,825,2,1,0,IN,SASKATOON,SKJ7-1,UNIVERSITY OF SASKATCHEWAN,PRIVATE PROPERTY,,URBAN,,,,,,,,,,
1595514,INJURY,2008-09-14,120,2,1,0,IN,REGINA,RE333300,ROBINSON ST,1400-1499,,URBAN,,,,,,,,,,
1601641,INJURY,2008-09-15,1800,2,1,0,IN,SASKATOON,SKN9-49,BALFOUR ST,MCKERCHER DR,,URBAN,,,,,,,,,,
1618107,INJURY,2008-09-15,1640,2,1,0,IN,MOOSE JAW,,MAIN ST N,ACCESS TO T & C MALL,,URBAN,,,,,,,,,,
1612465,INJURY,2008-09-17,1640,2,1,0,IN,REGINA,RE687200,8TH AVE,BROAD ST,,URBAN,,,,,,,,,,
1621102,INJURY,2008-09-17,1640,2,1,0,IN,SASKATOON,SKE8-44,19TH ST,AVE P,,URBAN,,,,,,,,,,
1200759,INJURY,2008-09-18,835,2,1,0,IN,SASKATOON,SKJ7-1,UNIVERSITY OF SASKATCHEWAN,PRIVATE PROPERTY,,URBAN,,,,,,,,,,
1566675,INJURY,2008-09-18,1815,2,1,0,IN,SASKATOON,SKF8-52,20TH ST,AVE C,,URBAN,,,,,,,,,,
1618184,INJURY,2008-09-19,1230,2,1,0,IN,MOOSE JAW,,CARIBOU ST E,WILLOW AVE,,URBAN,,,,,,,,,,
1583545,INJURY,2008-09-20,1645,2,1,0,IN,REGINA,RE702570,HILLSDALE ST,JUBILEE AVE,,URBAN,,,,,,,,,,
1614009,INJURY,2008-09-23,1643,2,1,0,IN,REGINA,RE687770,8TH AVE,WINNIPEG ST,,URBAN,,,,,,,,,,
1615992,FATAL,2008-09-24,252,2,0,1,IN,SASKATOON,SKL9-18,8TH ST,PRESTON AVE,,URBAN,,,,,,,,,,
1600909,INJURY,2008-09-25,2100,2,1,0,IN,SASKATOON,SKC7-8,22ND ST,WITNEY AVE,,URBAN,,,,,,,,,,
1596685,INJURY,2008-09-26,245,2,1,0,IN,REGINA,RE687770,8TH AVE,WINNIPEG ST,,URBAN,,,,,,,,,,
1620642,INJURY,2008-09-29,1600,2,1,0,IN,SASKATOON,SKG5-20,33RD ST,ONTARIO AVE,,URBAN,,,,,,,,,,
1595066,INJURY,2008-10-01,1800,2,1,0,IN,REGINA,RE420800,TRUESDALE DR,2021E-2150E,,URBAN,,,,,,,,,,
1614580,INJURY,2008-10-01,800,2,1,0,IN,REGINA,RE677540,14TH AVE,BROAD ST,,URBAN,,,,,,,,,,
1592028,INJURY,2008-10-02,1,2,1,0,IN,HERBERT,,CONNAUGHT AVE,THOMPSON ST,,URBAN,,,,,,,,,,
1613655,INJURY,2008-10-02,1513,2,1,0,IN,REGINA,RE689160,ALBERT ST,REGINA AVE,,URBAN,,,,,,,,,,
1516034,INJURY,2008-10-06,2155,2,1,0,IN,REGINA,RE684040,5TH AVE,ALBERT ST,,URBAN,,,,,,,,,,
1299504,INJURY,2008-10-07,1930,2,1,0,IN,PRINCE ALBERT,PACN9,9TH ST,CENTRAL AVE N,,URBAN,,,,,,,,,,
1611885,INJURY,2008-10-13,1633,2,1,0,IN,REGINA,RE340400,ROSS AVE,1200-1399,,URBAN,,,,,,,,,,
1621377,INJURY,2008-10-14,1943,2,1,0,IN,SASKATOON,SKJ8-43,ELLIOTT ST,MUNROE AVE,,URBAN,,,,,,,,,,
1550285,INJURY,2008-10-19,1350,2,1,0,IN,REGINA,RE700720,GARNET ST,VICTORIA AVE,,URBAN,,,,,,,,,,
1613990,INJURY,2008-10-21,1358,2,1,0,IN,REGINA,RE689110,ALBERT ST,DEWDNEY AVE,,URBAN,,,,,,,,,,
1297497,INJURY,2008-10-23,1530,2,1,0,IN,PRINCE ALBERT,PA15E7,7TH ST,15TH AVE E,,URBAN,,,,,,,,,,
1614516,INJURY,2008-10-23,1952,3,1,0,IN,REGINA,RE685790,7TH AVE N,MCINTYRE ST N,,URBAN,,,,,,,,,,
1624353,INJURY,2008-10-24,1635,2,1,0,IN,REGINA,RE178200,GORDON RD,2800-3050,,URBAN,,,,,,,,,,
1624317,INJURY,2008-10-27,840,2,1,0,IN,REGINA,RE676800,13TH AVE,ALBERT ST,,URBAN,,,,,,,,,,
1615707,INJURY,2008-10-29,1434,2,1,0,IN,SASKATOON,SKC7-8,22ND ST,WITNEY AVE,,URBAN,,,,,,,,,,
622379,INJURY,2008-10-30,1940,2,1,0,IN,SASKATOON,SKK1-10,NORDSTRUM RD,RUSSELL RD,,URBAN,,,,,,,,,,
1624649,INJURY,2008-10-31,1826,2,1,0,IN,REGINA,RE708620,ROSS AVE,WINNIPEG ST,,URBAN,,,,,,,,,,
1463179,INJURY,2008-11-01,1343,2,1,0,IN,SASKATOON,SKK9-3,8TH ST,GROSVENOR AVE,,URBAN,,,,,,,,,,
1625253,INJURY,2008-11-01,2153,2,1,0,IN,PRINCE ALBERT,PA6E15,6TH AVE E,15TH ST,,URBAN,,,,,,,,,,
1623604,INJURY,2008-11-05,2114,2,1,0,IN,REGINA,RE705000,MCARA ST,VICTORIA AVE E,,URBAN,,,,,,,,,,
1261858,INJURY,2008-11-07,845,2,1,0,IN,MAPLE CREEK,,5TH AVE,MARSH ST,,URBAN,,,,,,,,,,
1575493,INJURY,2008-11-07,1430,2,1,0,IN,MELVILLE,,7TH AVE W,SERVICE RD TO HOSPITAL,,URBAN,,,,,,,,,,
1616666,INJURY,2008-11-20,1215,2,1,0,IN,SASKATOON,SKG7-23,24TH ST,PACIFIC AVE,,URBAN,,,,,,,,,,
1598233,INJURY,2008-11-21,730,2,1,0,IN,SASKATOON,SKF8-101,18TH ST,AVE H,,URBAN,,,,,,,,,,
1623109,INJURY,2008-12-02,325,2,1,0,IN,SASKATOON,SKE7-35,22ND ST,AVE M,,URBAN,,,,,,,,,,
1621356,INJURY,2008-12-12,1020,2,1,0,IN,SASKATOON,SKF7-62,22ND ST,AVE F,,URBAN,,,,,,,,,,
1592984,INJURY,2008-12-17,1800,2,1,0,NEAR,ROSTHERN,,,,,FIRST NATIONS,,,,,,,,,,BEARDY'S & OKEMASIS - 96
1612083,INJURY,2009-01-16,1225,2,1,0,IN,REGINA,RE697580,DEWDNEY AVE E,ROTHWELL ST,,URBAN,,,,,,,,,,
1612722,INJURY,2009-01-16,700,2,1,0,IN,REGINA,RE425100,12TH AVE,2400-2499,,URBAN,,,,,,,,,,
1634451,INJURY,2009-02-19,750,2,1,0,IN,SASKATOON,SKM8-25,CAMBRIDGE CR,HARVARD CR W,,URBAN,,,,,,,,,,
1613257,INJURY,2009-03-14,2045,2,1,0,IN,REGINA,RE52100,CAMERON ST,3100-3199,,URBAN,,,,,,,,,,
1635467,INJURY,2009-04-23,800,2,1,0,IN,ESTEVAN,,SOURIS AVE,SUN VALLEY DR,,URBAN,,,,,,,,,,
1627705,INJURY,2009-04-25,1848,2,1,0,IN,REGINA,RE684420,5TH AVE,RAE ST,,URBAN,,,,,,,,,,
1589558,INJURY,2009-04-27,1520,2,1,0,IN,NORTH BATTLEFORD,NBE58,13TH AVE,100TH ST,,URBAN,,,,,,,,,,
1586554,INJURY,2009-04-29,1525,2,1,0,IN,OUTLOOK,,PROGRESS AVE,SELKIRK ST,,URBAN,,,,,,,,,,
1625161,INJURY,2009-04-29,1846,2,1,0,IN,PRINCE ALBERT,PA1W26,1ST AVE W,26TH ST,,URBAN,,,,,,,,,,
1569937,INJURY,2009-05-03,1930,3,1,0,IN,REGINA,RE718810,PASQUA ST,ROCHDALE BLVD,,URBAN,,,,,,,,,,
1619672,INJURY,2009-05-06,1855,2,1,0,IN,REGINA,RE686560,7TH AVE,ROBINSON ST,,URBAN,,,,,,,,,,
1513787,INJURY,2009-05-07,924,2,1,0,IN,REGINA,RE695570,COLLEGE AVE,WINNIPEG ST,,URBAN,,,,,,,,,,
1591767,INJURY,2009-05-11,2115,2,1,0,IN,LIPTON,,MAIN ST,SHAMROCK ST,,URBAN,,,,,,,,,,
1648493,INJURY,2009-05-11,1620,2,1,0,IN,SASKATOON,SKF6-56,29TH ST,AVE H,,URBAN,,,,,,,,,,
1632812,INJURY,2009-05-13,1540,2,1,0,IN,SASKATOON,SKE8-48,21ST ST,AVE P,,URBAN,,,,,,,,,,
4027214,INJURY,2009-05-15,1421,3,1,0,IN,PRINCE ALBERT,PALANEPA,DESC FOR ANY LANE IN PA,MID BLOCK,,URBAN,,,,,,,,,,
1619167,INJURY,2009-05-16,9999,2,1,0,IN,REGINA,RE706790,OSLER ST,SASKATCHEWAN DR,,URBAN,,,,,,,,,,
1632235,INJURY,2009-05-25,1645,2,1,0,IN,REGINA,RE5700,ALBERT ST,1600-1699,,URBAN,,,,,,,,,,
1631803,INJURY,2009-05-28,2320,2,1,0,IN,REGINA,RE701770,HALIFAX ST,VICTORIA AVE,,URBAN,,,,,,,,,,
1652313,INJURY,2009-05-29,1015,2,1,0,IN,SASKATOON,SKG8-52,4TH AVE,20TH ST,,URBAN,,,,,,,,,,
1619504,INJURY,2009-05-30,2220,2,1,0,IN,REGINA,RE5300,ALBERT ST,1900-1999,,URBAN,,,,,,,,,,
1628929,INJURY,2009-05-30,1814,2,1,0,IN,REGINA,RE686000,7TH AVE,ABERDEEN ST,,URBAN,,,,,,,,,,
1608196,INJURY,2009-05-31,1730,2,1,0,IN,HUMBOLDT,,MAIN ST,400 BY PO CROSSWALK,,URBAN,,,,,,,,,,
1619944,INJURY,2009-05-31,1423,2,1,0,IN,REGINA,RE686360,BRUNSKILL PL,KRAUSS ST,,URBAN,,,,,,,,,,
1632739,INJURY,2009-05-31,1040,2,1,0,IN,SASKATOON,SKJ9-54,8TH ST,CLARENCE AVE,,URBAN,,,,,,,,,,
1647869,INJURY,2009-05-31,1630,2,1,0,IN,SASKATOON,SKU,UNKNOWN,LOCATION NOT KNOWN,,URBAN,,,,,,,,,,
1620116,INJURY,2009-06-02,1119,2,1,0,IN,REGINA,RE689550,ANGUS ST,DEWDNEY AVE,,URBAN,,,,,,,,,,
1645603,INJURY,2009-06-03,1853,2,1,0,IN,MOOSE JAW,,CARRINGTON DR,,,URBAN,,,,,,,,,,
1649876,INJURY,2009-06-09,1643,2,1,0,IN,REGINA,RE675970,11TH AVE,WINNIPEG ST,,URBAN,,,,,,,,,,
1632397,INJURY,2009-06-10,1600,2,1,0,IN,REGINA,RE156900,14TH AVE,1000-1099,,URBAN,,,,,,,,,,
1628888,INJURY,2009-06-13,1530,2,1,0,IN,REGINA,RE695740,COLLEGE AVE,SMITH ST,,URBAN,,,,,,,,,,
1619542,INJURY,2009-06-14,1839,2,1,0,IN,REGINA,RE689110,ALBERT ST,DEWDNEY AVE,,URBAN,,,,,,,,,,
1650305,INJURY,2009-06-15,1411,2,1,0,IN,REGINA,RE686010,7TH AVE,ALBERT ST,,URBAN,,,,,,,,,,
1650467,INJURY,2009-06-15,1930,2,1,0,IN,REGINA,RE448960,WASCANA MEWS,9300-9399,,URBAN,,,,,,,,,,
1604052,INJURY,2009-06-16,1555,2,1,0,IN,YORKTON,,7TH AVE,,,URBAN,,,,,,,,,,
1649228,INJURY,2009-06-21,2208,2,1,0,IN,SASKATOON,SKB7-1,22ND ST,CIRCLE - CONFEDERATION,,URBAN,,,,,,,,,,
1513791,INJURY,2009-06-22,1713,2,1,0,IN,REGINA,RE9999,NOT STATED,LOCATION NOT KNOWN,,URBAN,,,,,,,,,,
1459654,INJURY,2009-06-23,1715,2,1,0,IN,SASKATOON,SKF7-22,23RD ST,300 W AVE C - AVE D,,URBAN,,,,,,,,,,
1609904,INJURY,2009-06-24,1710,2,1,0,IN,YORKTON,,3RD AVE S,ARGYLE ST,,URBAN,,,,,,,,,,
1345769,INJURY,2009-06-25,1800,2,1,0,IN,REGINA,RE702530,HILL AVE,QUEEN ST,,URBAN,,,,,,,,,,
1625238,INJURY,2009-06-26,831,2,1,0,IN,PRINCE ALBERT,PA6E10,6TH AVE E,10TH ST,,URBAN,,,,,,,,,,
1652696,INJURY,2009-06-26,1350,2,1,0,IN,SASKATOON,SKE8-46,20TH ST,AVE P,,URBAN,,,,,,,,,,
1583513,INJURY,2009-06-27,1145,2,1,0,IN,REGINA,RE689010,ALBERT ST,SASKATCHEWAN DR,,URBAN,,,,,,,,,,
1625455,INJURY,2009-06-27,1730,2,1,0,IN,PRINCE ALBERT,PA09SE03,9TH ST E,300,,URBAN,,,,,,,,,,
1648788,INJURY,2009-07-02,1228,2,1,0,IN,SASKATOON,SKN6-1,108TH ST,CENTRAL AVE,,URBAN,,,,,,,,,,
1652776,INJURY,2009-07-02,1850,2,1,0,IN,SASKATOON,SKJ14-3,CLARENCE AVE,STONEBRIDGE BLVD,,URBAN,,,,,,,,,,
1628833,INJURY,2009-07-02,1530,2,1,0,IN,REGINA,RE3,BACK ALLEY,MID BLOCK,,URBAN,,,,,,,,,,
1648752,INJURY,2009-07-03,1139,2,1,0,IN,SASKATOON,SKLANE,LANE / ALLEY UNSPECIFIED,MID BLOCK,,URBAN,,,,,,,,,,
1603855,INJURY,2009-07-06,1530,2,1,0,IN,CHITEK LAKE,,BACK ALLEY,BY RAILWAY,,URBAN,,,,,,,,,,
1650794,INJURY,2009-07-06,1600,2,1,0,IN,REGINA,RE709280,TORONTO ST,VICTORIA AVE,,URBAN,,,,,,,,,,
1653007,INJURY,2009-07-06,1515,2,1,0,IN,SASKATOON,SKG7-21,24TH ST,WALL ST,,URBAN,,,,,,,,,,
1632358,INJURY,2009-07-09,800,2,1,0,IN,REGINA,RE680880,23RD AVE,ALBERT ST,,URBAN,,,,,,,,,,
1650799,INJURY,2009-07-09,1500,2,1,0,IN,REGINA,RE693330,BROADWAY AVE,EDGAR ST,,URBAN,,,,,,,,,,
1609967,INJURY,2009-07-10,2230,2,1,0,IN,YORKTON,,AGRICULTURAL AVE,FRT OF DAIRY QUEEN,,URBAN,,,,,,,,,,
1629279,INJURY,2009-07-10,1440,2,1,0,IN,MOOSE JAW,,THATCHER DR E,30,,URBAN,,,,,,,,,,
1054724,INJURY,2009-07-12,1554,2,1,0,IN,REGINA,RE689870,#  1 HWY,ARCOLA AVE,,URBAN,,,,,,,,,,
1571981,INJURY,2009-07-12,1953,2,1,0,IN,REGINA,RE190500,HAMILTON ST,1700-1799,,URBAN,,,,,,,,,,
1650527,INJURY,2009-07-12,1250,2,1,0,IN,REGINA,RE323200,RETALLACK ST,2900-2999,,URBAN,,,,,,,,,,
1617750,INJURY,2009-07-13,2141,2,1,0,IN,MOOSE JAW,,3RD AVE NE,HOCHELAGA ST E,,URBAN,,,,,,,,,,
1610726,INJURY,2009-07-14,1645,2,1,0,IN,LLOYDMINSTER,,47TH AVE,4801,,URBAN,,,,,,,,,,
1299528,INJURY,2009-07-17,2215,2,1,0,IN,PRINCE ALBERT,PA10E28,10TH AVE E,28TH ST,,URBAN,,,,,,,,,,
1651728,INJURY,2009-07-17,1720,2,1,0,IN,REGINA,RE683170,4TH AVE,ALBERT ST,,URBAN,,,,,,,,,,
1307965,INJURY,2009-07-19,1930,2,1,0,IN,WASKESIU LAKE,,FINCH ST,W END OF STREET,,URBAN,,,,,,,,,,
1650903,INJURY,2009-07-19,1650,2,1,0,IN,REGINA,RE198900,HILLSDALE ST,3600-3799,,URBAN,,,,,,,,,,
1613647,INJURY,2009-07-22,715,2,1,0,IN,REGINA,RE689780,ARCOLA AVE E,UNIV PK DR,,URBAN,,,,,,,,,,
1608107,INJURY,2009-07-23,1720,2,1,0,IN,HUMBOLDT,,6TH AVE,MAIN ST,,URBAN,,,,,,,,,,
1534363,INJURY,2009-07-26,1535,2,1,0,IN,KAMSACK,,KENDALL ST,QUEEN ELIZABETH BLVD,,URBAN,,,,,,,,,,
1625481,INJURY,2009-07-27,1240,2,1,0,IN,PRINCE ALBERT,PA2W15,2ND AVE W,15TH ST,,URBAN,,,,,,,,,,
1653777,INJURY,2009-07-27,1250,2,1,0,IN,SASKATOON,SKH9-51,9TH ST,BROADWAY AVE,,URBAN,,,,,,,,,,
1299810,INJURY,2009-07-28,1740,2,1,0,IN,PRINCE ALBERT,PA6E15,6TH AVE E,15TH ST,,URBAN,,,,,,,,,,
1649666,INJURY,2009-07-28,745,2,1,0,IN,WEYBURN,,GOVERNMENT RD,700,,URBAN,,,,,,,,,,
1648887,INJURY,2009-07-29,2220,2,1,0,IN,SASKATOON,SKE7-48,22ND ST,AVE P,,URBAN,,,,,,,,,,
1604059,INJURY,2009-07-30,1201,2,1,0,IN,YORKTON,,BROADWAY ST W,93,,URBAN,,,,,,,,,,
1610703,INJURY,2009-07-31,1526,2,1,0,IN,LLOYDMINSTER,,44TH ST,4600,,URBAN,,,,,,,,,,
1652378,INJURY,2009-08-01,1750,2,1,0,IN,SASKATOON,SKA6-26,DIEFENBAKER DR,LLOYD / ST LAURENT CR E,,URBAN,,,,,,,,,,
1651142,INJURY,2009-08-04,1345,2,1,0,IN,REGINA,RE677360,13TH AVE E,PARK ST,,URBAN,,,,,,,,,,
1342437,INJURY,2009-08-05,1635,2,1,0,IN,SHAUNAVON,,5TH AVE,CENTRE ST,,URBAN,,,,,,,,,,
1650904,INJURY,2009-08-05,1503,2,1,0,IN,REGINA,RE690870,ASSINIBOINE AVE,PRINCE OF WALES DR  / WASCANA,,URBAN,,,,,,,,,,
1649099,INJURY,2009-08-07,2120,2,1,0,IN,SASKATOON,SKF7-48,22ND ST,500 W AVE E - AVE F,,URBAN,,,,,,,,,,
1568048,INJURY,2009-08-09,1400,2,1,0,IN,SASKATOON,SKH9-49,8TH ST,BROADWAY AVE,,URBAN,,,,,,,,,,
1631133,INJURY,2009-08-09,1900,2,1,0,IN,REGINA,RE121700,ELLIOTT ST,2000-2099,,URBAN,,,,,,,,,,
1625576,INJURY,2009-08-10,1212,2,1,0,IN,PRINCE ALBERT,PA6E9,6TH AVE E,9TH ST,,URBAN,,,,,,,,,,
1615755,INJURY,2009-08-12,1623,2,1,0,IN,SASKATOON,SKD7-41,22ND ST,2200 W AVE V - AVE W,,URBAN,,,,,,,,,,
1648001,INJURY,2009-08-13,1700,2,1,0,IN,SASKATOON,SKG8-48,2ND AVE,20TH ST,,URBAN,,,,,,,,,,
1625551,INJURY,2009-08-14,1804,2,1,0,IN,PRINCE ALBERT,PAHWY201,#  2 HWY DIEFENBAKER BRIDGE,N BOUND,,URBAN,,,,,,,,,,
1627687,INJURY,2009-08-16,1645,2,1,0,IN,REGINA,RE697250,DEWDNEY AVE,ELPHINSTONE ST,,URBAN,,,,,,,,,,
1625603,INJURY,2009-08-19,2000,2,1,0,IN,PRINCE ALBERT,PA2W15,2ND AVE W,15TH ST,,URBAN,,,,,,,,,,
1647935,INJURY,2009-08-20,1152,2,1,0,IN,SASKATOON,SKJ3-4,WARMAN RD,ASSINIBOINE - CHURCHILL,,URBAN,,,,,,,,,,
1651146,INJURY,2009-08-20,1940,2,1,0,IN,REGINA,RE703750,LAKEVIEW AVE,RAE ST,,URBAN,,,,,,,,,,
1653817,INJURY,2009-08-25,1820,2,1,0,IN,SASKATOON,SKM5-1,115TH ST,CENTRAL - RAYNER,,URBAN,,,,,,,,,,
1654802,INJURY,2009-08-28,1936,2,1,0,IN,SASKATOON,SKN11-3,ACADIA DR,TAYLOR ST,,URBAN,,,,,,,,,,
1663195,INJURY,2009-08-28,910,2,1,0,IN,REGINA,RE689955,QUANCE ST,UNIVERSITY PK DR,,URBAN,,,,,,,,,,
1650829,INJURY,2009-08-29,1335,2,1,0,IN,REGINA,RE704390,LORNE ST,SASKATCHEWAN DR,,URBAN,,,,,,,,,,
1662161,INJURY,2009-08-29,1700,2,1,0,IN,REGINA,RE692920,BROAD ST,BROADWAY AVE,,URBAN,,,,,,,,,,
1627861,INJURY,2009-09-01,1219,2,1,0,IN,REGINA,RE701180,GORDON RD,MONTAGUE ST,,URBAN,,,,,,,,,,
1654776,INJURY,2009-09-04,2050,2,1,0,IN,SASKATOON,SKE9-1,11TH ST,AVE I,,URBAN,,,,,,,,,,
1584292,INJURY,2009-09-06,1720,2,1,0,IN,REGINA,RE708880,SCARTH ST,VICTORIA AVE,,URBAN,,,,,,,,,,
1648888,INJURY,2009-09-06,1820,2,1,0,IN,SASKATOON,SKD5-10,WENTWORTH CR,DAVIDSON - RICHARDSON,,URBAN,,,,,,,,,,
1643044,INJURY,2009-09-08,2030,2,1,0,IN,NORTH BATTLEFORD,NBF54,8TH AVE,110TH ST,,URBAN,,,,,,,,,,
1654631,INJURY,2009-09-08,1818,2,1,0,IN,SASKATOON,SKN11-4,MCKERCHER DR,TAYLOR ST,,URBAN,,,,,,,,,,
1648745,INJURY,2009-09-09,1215,2,1,0,IN,SASKATOON,SKC7-8,22ND ST,WITNEY AVE,,URBAN,,,,,,,,,,
1648746,INJURY,2009-09-11,1545,2,1,0,IN,SASKATOON,SKG5-36,36TH ST,IDYLWYLD DR,,URBAN,,,,,,,,,,
1655105,INJURY,2009-09-11,1700,2,1,0,IN,SASKATOON,SKE7-2,23RD ST,AVE I,,URBAN,,,,,,,,,,
1649446,INJURY,2009-09-12,1240,2,1,0,IN,SASKATOON,SKD5-8,33RD ST,EDMONTON AVE,,URBAN,,,,,,,,,,
1655139,INJURY,2009-09-15,1645,2,1,0,IN,SASKATOON,SKG8-17,3RD AVE,100 S 21ST - 22ND,,URBAN,,,,,,,,,,
1596264,INJURY,2009-09-18,801,2,1,0,IN,REGINA,RE138200,15TH AVE,300E-399E,,URBAN,,,,,,,,,,
1625324,INJURY,2009-09-18,1235,2,1,0,IN,PRINCE ALBERT,PA02AW16,2ND AVE W,1600,,URBAN,,,,,,,,,,
1629015,INJURY,2009-09-18,1130,2,1,0,IN,REGINA,RE90800,DEWDNEY AVE,4000-4099,,URBAN,,,,,,,,,,
1629769,INJURY,2009-09-21,1506,2,1,0,IN,MOOSE JAW,,6TH AVE NW,LAURIER ST,,URBAN,,,,,,,,,,
1584295,INJURY,2009-09-23,1648,2,1,0,IN,REGINA,RE678490,15TH AVE,WINNIPEG ST,,URBAN,,,,,,,,,,
1663448,INJURY,2009-09-23,730,2,1,0,IN,REGINA,RE693780,BURGESS ST,RINK AVE,,URBAN,,,,,,,,,,
1634783,INJURY,2009-09-24,840,2,1,0,IN,SASKATOON,SKM11-53,CIRCLE DR E,TAYLOR ST,,URBAN,,,,,,,,,,
1620473,INJURY,2009-09-25,1545,2,1,0,IN,REGINA,RE692860,BROAD ST N,FAIRVIEW RD,,URBAN,,,,,,,,,,
1656775,INJURY,2009-09-25,1415,2,1,0,IN,SASKATOON,SKU,UNKNOWN,LOCATION NOT KNOWN,,URBAN,,,,,,,,,,
1658777,INJURY,2009-09-25,740,2,1,0,IN,LLOYDMINSTER,,36TH ST,50TH AVE,,URBAN,,,,,,,,,,
1653799,INJURY,2009-09-26,1229,2,1,0,IN,SASKATOON,SKD5-3,33RD ST,AVE W,,URBAN,,,,,,,,,,
